machine_operation_time,ejector_forward_time,ejector_backward_time,injection_time,holding_pressure_time,metering_time,max_injection_pressure,holding_pressure_switch,label,device_name,save_time
32.7,0.738357,0.737494,1.80053,2.001,9.50355,1328.66,1120.07,1,BB6,2022-10-19 12:10:01
32.88,0.738342,0.737521,2.00043,2.00007,9.67374,1305.42,1080.68,1,BB6,2022-10-24 09:36:46
32.4403,0.738363,0.737384,1.50039,2.0009,9.09752,1152.37,1092.27,1,BB6,2022-09-27 16:03:10
32.6799,0.738314,0.73753,1.80041,2.00087,9.7549,1328.66,1116.79,1,BB6,2022-10-19 08:48:59
32.926,0.738309,0.737481,2.00036,2.00091,9.55547,1309.84,1082.32,1,BB6,2022-10-24 23:16:25
32.4189,0.738438,0.73751,1.50042,2.00088,8.90276,1155.4,1091.64,1,BB6,2022-09-29 18:08:57
32.6999,0.738344,0.73737,1.80048,2.00075,11.3216,1330.17,1123.35,0,BB6,2022-10-17 16:21:26
32.6785,0.738252,0.737627,1.80043,2.00099,9.81357,1330.68,1124.74,1,BB6,2022-10-17 23:29:16
32.4403,0.738535,0.737308,1.50033,2.00088,9.22082,1321.08,1154.67,1,BB6,2022-10-14 22:13:20
32.92,0.73835,0.737516,2.00035,2.00102,9.49676,1305.3,1081.81,1,BB6,2022-10-24 14:21:53
32.4021,0.738246,0.737333,1.5004,2.00083,9.12863,1319.69,1157.95,1,BB6,2022-10-13 20:21:37
32.7199,0.738261,0.737375,1.80042,2.0009,9.73855,1328.66,1119.06,1,BB6,2022-10-19 16:47:16
32.919,0.738379,0.737501,2.00042,2.00105,9.6307,1308.2,1079.92,1,BB6,2022-10-24 19:56:48
32.4205,0.738335,0.738443,1.50041,2.00013,8.94255,1154.26,1091.01,1,BB6,2022-09-28 17:38:18
32.4405,0.738368,0.73768,1.50059,2.0007,8.77462,1128.76,993.406,1,BB6,2022-09-26 12:33:07
32.34,0.737607,0.736074,1.50044,2.0009,8.95164,1324.99,1120.58,1,BB6,2022-10-17 09:17:59
32.4443,0.738232,0.737449,1.50054,2.00083,9.00162,1317.42,1154.41,1,BB6,2022-10-14 00:07:08
32.8404,0.738082,0.737502,2.00041,2.00114,10.4767,1321.33,1084.34,1,BB6,2022-10-21 13:20:26
32.9399,0.7384,0.737483,2.00054,2.00096,9.8126,1323.98,1084.84,1,BB6,2022-10-21 05:09:31
32.6207,0.738333,0.737491,1.70031,2.00106,8.8947,1310.45,1099.59,1,BB6,2022-09-23 16:01:38
32.6624,0.738271,0.737434,1.80038,2.00091,9.65268,1331.43,1124.24,1,BB6,2022-10-18 11:05:06
32.88,0.738332,0.737477,2.00053,2.00106,9.84857,1322.47,1083.58,1,BB6,2022-10-21 09:57:41
32.94,0.738131,0.737492,2.00033,2.00102,9.71064,1309.21,1081.44,1,BB6,2022-10-24 21:25:10
32.58,0.738383,0.737547,1.70032,2.00106,8.9596,1310.07,1104.9,1,BB6,2022-09-23 15:54:34
32.8999,0.738362,0.737101,2.00032,2.00108,9.55954,1313.38,1082.95,1,BB6,2022-10-25 10:26:43
32.7191,0.73825,0.737566,1.80039,2.00084,9.83659,1328.66,1118.3,1,BB6,2022-10-18 17:50:26
32.88,0.738332,0.737591,2.00044,2.00118,9.71461,1324.87,1089.52,1,BB6,2022-10-21 03:49:58
32.4391,0.738305,0.737507,1.50036,2.00075,8.90871,1153.76,1092.52,1,BB6,2022-09-29 20:05:55
32.4042,0.738445,0.737512,1.50034,2.00082,9.07755,1320.7,1155.3,1,BB6,2022-10-13 19:38:55
32.3999,0.739428,0.738394,1.50039,2.00083,9.12253,1151.99,1094.79,1,BB6,2022-09-28 17:08:01
32.3399,0.738326,0.737467,1.50023,2.001,9.0289,1151.74,1095.43,1,BB6,2022-09-29 09:00:22
32.4391,0.739409,0.7383,1.50042,2.00098,8.7066,1131.03,993.028,1,BB6,2022-09-26 16:29:18
32.48,0.7383,0.737535,1.50036,2.00078,9.13675,1155.53,1091.01,1,BB6,2022-09-29 21:30:09
32.561,0.738332,0.737493,1.7004,2.00107,8.79764,1312.6,1106.79,1,BB6,2022-09-23 17:12:04
32.9201,0.738418,0.737428,2.00059,2.00082,9.83478,1325.12,1087.62,1,BB6,2022-10-21 01:43:00
32.6621,0.738376,0.737382,1.80001,2.00081,9.52564,1329.92,1119.44,1,BB6,2022-10-18 15:55:07
32.3789,0.739324,0.738396,1.50035,2.0008,8.87881,1130.53,993.154,1,BB6,2022-09-26 20:09:10
32.9195,0.738299,0.737573,2.00055,2.00092,9.4828,1304.67,1079.92,1,BB6,2022-10-24 15:12:55
32.438,0.738316,0.737625,1.50036,2.00092,8.98673,1152.12,1093.03,1,BB6,2022-09-27 14:25:49
32.6263,0.73832,0.737524,1.70041,2.00107,9.11647,1307.55,1129.26,1,BB6,2022-09-23 17:47:24
32.4,0.738277,0.737443,1.50041,2.00084,8.90856,1153.38,1092.14,1,BB6,2022-09-29 14:55:44
32.6862,0.738208,0.737687,1.80038,2.00104,9.61562,1329.29,1121.33,1,BB6,2022-10-19 12:13:50
32.8855,0.738357,0.73755,2.0006,2.00084,9.7277,1303.28,1079.92,1,BB6,2022-10-24 11:58:35
32.6603,0.738329,0.737564,1.80041,2.00097,9.66879,1330.05,1122.34,1,BB6,2022-10-18 04:38:49
32.9005,0.738361,0.737587,2.00034,2.00103,9.54355,1311.36,1082.45,1,BB6,2022-10-25 13:52:48
32.8645,0.738367,0.737508,2.00052,2.00092,9.58675,1306.18,1081.18,1,BB6,2022-10-24 10:34:52
32.3801,0.738375,0.737619,1.50051,2.00074,8.39455,1152.5,1093.03,1,BB6,2022-09-28 13:38:46
32.8589,0.738375,0.737566,2.00022,2.00109,9.5716,1304.29,1081.18,1,BB6,2022-10-24 11:13:37
32.4642,0.738407,0.737446,1.50036,2.0008,8.98091,1153.13,1093.91,1,BB6,2022-09-29 11:17:51
32.8859,0.738335,0.737598,2.00041,2.00108,9.91164,1311.86,1082.32,1,BB6,2022-10-22 02:03:27
32.6844,0.738268,0.737602,1.80035,2.00089,9.68285,1330.42,1123.73,1,BB6,2022-10-18 02:14:31
34.6199,0.77531,0.773476,1.00042,2.00095,3.63868,1013.38,992.547,0,BB6,2022-10-13 17:05:25
