machine_operation_time,ejector_forward_time,ejector_backward_time,injection_time,holding_pressure_time,metering_time,max_injection_pressure,holding_pressure_switch,label,device_name,save_time
30.8004,0.558791,0.457807,3.00079,3.00083,4.89485,940.04,882.67,1,BB3,2022-09-02 18:02:57
30.78,0.558848,0.457815,3.00074,3.0008,4.80376,942.69,882.826,1,BB3,2022-09-01 10:24:10
23.7988,0.55981,0.457798,3.00063,2.00088,4.76383,833.251,784.455,1,BB3,2022-08-23 21:41:43
26.7601,0.558868,0.457801,3.00077,3.00001,4.49486,830.133,784.455,1,BB3,2022-08-22 09:25:46
30.7791,0.558772,0.457801,3.00086,3.00089,4.78984,941.755,882.826,1,BB3,2022-09-02 20:28:49
30.78,0.558769,0.457844,3.0008,3.00083,4.71384,959.683,882.67,1,BB3,2022-08-30 21:35:12
28.3994,0.608895,0.492757,3.00078,3.0009,4.63275,871.29,833.407,1,BB3,2022-11-21 10:53:22
23.7404,0.558782,0.457803,3.00076,2.00092,4.27895,820.935,686.24,1,BB3,2022-08-24 08:58:58
23.759,0.559805,0.457774,3.00076,2.00086,4.67477,823.273,784.143,1,BB3,2022-08-24 10:11:29
23.7593,0.559863,0.457864,3.00072,2.00088,4.61877,832.471,784.611,1,BB3,2022-08-23 21:40:08
30.7598,0.559802,0.457866,3.00072,3.00092,4.8099,935.831,882.202,1,BB3,2022-09-03 23:00:58
27.4995,0.610899,0.493799,1.50075,3.00095,2.21678,815.323,784.611,1,BB3,2022-09-13 17:41:38
27.4791,0.61091,0.493859,1.5008,3.00084,2.32778,814.699,784.611,1,BB3,2022-09-13 19:31:44
27.5001,0.609758,0.493878,1.50074,3.00089,2.42068,810.49,784.923,1,BB3,2022-09-16 17:52:10
23.7588,0.558724,0.457862,3.00084,2.00075,4.60479,839.019,784.299,1,BB3,2022-08-26 08:32:54
28.44,0.609729,0.49278,3.00076,3.0009,4.61676,865.521,833.563,1,BB3,2022-11-17 15:40:42
23.8001,0.55878,0.457856,3.00073,2.00097,4.84778,825.924,784.455,1,BB3,2022-08-26 21:20:07
23.7803,0.558837,0.457702,3.00083,2.0008,4.6788,829.977,784.455,1,BB3,2022-08-23 20:33:52
30.78,0.559739,0.457769,3.00073,3.00092,4.67276,955.786,882.982,1,BB3,2022-09-01 19:06:55
28.4603,0.609774,0.492754,3.00075,3.00088,4.60592,864.742,833.719,1,BB3,2022-11-16 20:33:27
30.7594,0.558815,0.456781,3.00072,3.0009,4.68482,934.116,882.67,1,BB3,2022-09-05 17:16:52
26.7801,0.559786,0.457886,3.00081,3.00094,4.82283,829.821,784.767,1,BB3,2022-08-22 21:18:39
26.7804,0.558865,0.457804,3.00077,3.00088,4.58793,835.433,784.611,1,BB3,2022-08-20 14:46:50
30.7985,0.559795,0.457843,3.00074,3.00091,4.81877,938.481,882.514,1,BB3,2022-09-01 17:28:49
23.7986,0.559767,0.457785,3.00072,2.00089,4.62078,834.498,784.923,1,BB3,2022-08-24 22:27:53
26.7801,0.558771,0.45792,3.00074,3.00096,4.66013,830.757,784.299,1,BB3,2022-08-22 20:51:24
23.7999,0.558795,0.457803,3.00074,2.00089,4.6639,826.391,784.767,1,BB3,2022-08-26 19:52:15
26.779,0.559977,0.457795,3.00085,3.0008,4.45078,830.445,784.611,1,BB3,2022-08-22 18:26:40
27.4791,0.610918,0.49379,1.50069,3.00087,2.13692,812.361,784.611,1,BB3,2022-09-16 16:59:51
28.4188,0.609702,0.49279,3.00067,3.00088,4.63378,870.042,833.251,1,BB3,2022-11-18 17:37:37
27.4999,0.609831,0.493777,1.50074,3.00089,2.23778,799.733,784.611,1,BB3,2022-09-14 10:00:57
23.7989,0.558803,0.45789,3.00072,2.00083,4.7778,828.886,784.455,1,BB3,2022-08-23 19:32:45
30.7985,0.558788,0.457852,3.00082,3.0009,4.72685,941.287,882.358,1,BB3,2022-09-03 12:14:53
28.4388,0.608874,0.49288,3.00079,3.00092,4.61876,865.366,833.251,1,BB3,2022-11-16 18:40:31
30.8,0.5587,0.45795,3.00075,3.00097,4.75782,940.196,882.514,1,BB3,2022-09-01 17:36:31
30.78,0.558796,0.457882,3.00074,3.00097,4.81477,958.28,882.202,1,BB3,2022-08-30 22:49:06
28.44,0.608809,0.49278,3.00071,3.00089,4.59296,864.118,833.563,1,BB3,2022-11-16 13:21:50
28.4198,0.608864,0.492787,3.0008,3.00078,4.64881,870.51,833.251,1,BB3,2022-11-21 15:23:07
26.7799,0.558798,0.457796,3.00074,3.00085,4.54477,829.665,784.611,1,BB3,2022-08-22 18:41:51
30.7793,0.558794,0.456794,3.00074,3.0009,4.77176,934.584,882.514,1,BB3,2022-09-06 22:42:13
30.7387,0.55895,0.456769,3.00086,3.00077,4.69075,932.869,882.982,1,BB3,2022-09-06 11:38:43
23.7799,0.55885,0.457795,3.00075,2.00095,4.79054,837.304,784.923,1,BB3,2022-08-25 15:34:43
28.42,0.609774,0.492725,3.0007,3.00087,4.63177,866.613,833.719,1,BB3,2022-11-17 12:04:02
30.7598,0.558774,0.457801,3.00075,3.00099,4.79792,955.63,882.358,1,BB3,2022-08-30 11:52:57
23.7601,0.558807,0.457769,3.00077,2.00097,4.77278,836.525,784.923,1,BB3,2022-08-25 20:13:06
27.4798,0.609869,0.49389,1.50074,3.0009,2.41178,808.775,784.143,1,BB3,2022-09-16 09:29:24
27.78,0.558908,0.45678,3.00074,2.00089,4.75368,818.129,784.767,1,BB3,2022-08-29 15:22:29
30.7603,0.558764,0.456821,3.00085,3.00083,4.83267,952.668,882.67,1,BB3,2022-08-29 18:48:47
30.72,0.558893,0.456803,3.0008,3.00093,4.63179,926.009,882.202,1,BB3,2022-09-06 09:32:05
27.4799,0.609803,0.493683,1.50074,3.00089,2.21196,808.151,784.455,1,BB3,2022-09-16 09:19:19
30.7793,0.558804,0.456804,3.00072,3.00089,4.81277,954.383,882.67,1,BB3,2022-08-29 19:13:56
26.8188,0.558814,0.456818,3.00075,3.00096,4.5727,832.004,784.299,1,BB3,2022-08-22 15:25:18
27.5002,0.609805,0.493774,1.50078,3.00081,2.35876,809.866,784.299,1,BB3,2022-09-16 20:05:41
23.7799,0.559884,0.457798,3.00084,2.00082,4.65877,834.81,784.455,1,BB3,2022-08-24 22:43:21
