machine_operation_time,ejector_forward_time,ejector_backward_time,injection_time,holding_pressure_time,metering_time,max_injection_pressure,holding_pressure_switch,label,device_name,save_time
32.6422,0.62089,0.669931,2.00064,2.00003,10.4319,1210.57,1029.21,1,BB5,2022-11-04 14:59:48
32.8193,0.620737,0.671045,2.00075,2.00001,10.7379,1160.87,1029.46,1,BB5,2022-10-28 10:03:51
32.5201,0.620859,0.669802,2.00077,2.00015,10.4509,1207.28,1030.98,1,BB5,2022-11-04 14:34:49
32.6991,0.620818,0.670958,2.00082,2.00087,10.6089,1150.12,1028.7,1,BB5,2022-10-27 21:08:44
32.8195,0.620796,0.670948,2.00075,2.00008,10.7189,1177.56,1030.22,1,BB5,2022-10-29 06:56:07
32.9011,0.620786,0.671079,2.00071,2.00085,10.7229,1179.33,1029.46,1,BB5,2022-10-29 09:08:09
32.7616,0.621816,0.670934,2.0008,2.00003,10.6228,1151.26,1029.21,1,BB5,2022-10-28 00:10:37
32.6799,0.621785,0.670989,2.00084,2.00002,10.6159,1147.84,1030.98,1,BB5,2022-10-27 20:15:14
32.6208,0.61978,0.669956,2.00082,2.00085,10.5478,1213.48,1028.96,1,BB5,2022-11-07 11:07:06
32.5985,0.62084,0.669896,2.00077,2.00001,10.474,1199.32,1029.59,1,BB5,2022-11-02 12:15:20
32.6589,0.620793,0.670942,2.00083,2.00016,10.5718,1191.85,1029.33,1,BB5,2022-11-02 13:01:35
32.7993,0.620837,0.669889,2.00078,2.00003,10.5848,1156.95,1030.47,1,BB5,2022-10-28 21:34:45
32.7435,0.620824,0.670973,2.00073,2.00002,10.6748,1151.26,1030.98,1,BB5,2022-10-28 05:13:37
32.78,0.620826,0.670997,2.00074,2.00002,10.6819,1160.87,1029.71,1,BB5,2022-10-28 13:53:07
32.7388,0.620767,0.670913,2.00071,2.00002,10.6858,1161.25,1028.96,1,BB5,2022-10-29 01:43:07
32.6198,0.620818,0.670849,2.0008,2.00002,10.5478,1211.84,1029.59,1,BB5,2022-11-04 15:54:13
36.0434,0.620857,0.66983,3.00082,4.50089,10.4157,1279.37,1030.47,1,BB5,2022-10-26 05:36:36
32.5801,0.620837,0.669823,2.00086,2.0008,10.4898,1207.03,1030.98,1,BB5,2022-11-04 10:29:45
32.8834,0.620899,0.669922,2.00086,2.00083,10.8027,1177.06,1028.7,1,BB5,2022-10-29 07:28:59
32.6193,0.620858,0.670052,2.00077,2.00001,10.4769,1207.79,1030.85,1,BB5,2022-11-05 16:43:41
32.5994,0.620805,0.670999,2.00087,2.00086,10.4839,1199.06,1030.09,1,BB5,2022-11-01 11:45:14
32.6201,0.620822,0.669827,2.00074,2.00002,10.5238,1189.45,1030.47,1,BB5,2022-11-03 12:52:01
36.0016,0.620836,0.67096,3.0008,4.50078,10.4368,1282.03,1029.46,1,BB5,2022-10-26 09:51:28
36.0601,0.620828,0.670967,3.00086,4.50079,10.4099,1236.63,1029.71,1,BB5,2022-10-26 16:41:13
36.0436,0.620893,0.670934,3.00067,4.50085,10.3568,1252.31,1030.6,1,BB5,2022-10-27 09:00:59
32.8583,0.620814,0.669781,2.00074,2.00002,10.6769,1194.64,1030.73,1,BB5,2022-11-02 14:07:00
32.6789,0.62081,0.67091,2.00068,2.00002,10.6328,1142.91,1030.35,1,BB5,2022-10-27 15:43:05
32.5789,0.620835,0.670968,2.00077,2.00002,10.372,1209.43,1028.96,1,BB5,2022-11-05 20:24:25
32.7788,0.620864,0.671052,2.00078,2.00012,10.5598,1158.34,1031.11,1,BB5,2022-10-28 21:00:20
36.0222,0.620808,0.670943,3.00071,4.50091,10.3609,1282.66,1030.35,1,BB5,2022-10-26 05:39:36
36.0617,0.62082,0.670978,3.00081,4.50094,10.3699,1242.95,1029.46,1,BB5,2022-10-27 01:19:26
32.584,0.620824,0.671,2.00068,2.00003,10.4708,1196.41,1029.08,1,BB5,2022-11-01 10:35:02
36.0598,0.620854,0.670938,3.00075,4.5009,10.4168,1241.18,1029.21,1,BB5,2022-10-26 12:39:09
36.0803,0.620765,0.67099,3.00092,4.50081,10.4148,1247.38,1029.46,1,BB5,2022-10-27 11:18:44
32.7455,0.620939,0.671048,2.00074,2.00011,10.6959,1150.75,1031.11,1,BB5,2022-10-28 02:49:21
32.6242,0.620839,0.669885,2.00079,2.00092,10.5228,1209.81,1030.73,1,BB5,2022-11-04 11:19:46
32.5454,0.620798,0.669903,2.00083,2.00003,10.3288,1212.34,1030.09,1,BB5,2022-11-07 15:28:09
32.7993,0.620794,0.670939,2.00072,2.0001,10.6359,1107.37,1029.71,0,BB5,2022-10-28 04:48:30
32.8228,0.620891,0.670916,2.00084,2.00017,10.7801,1161.75,1029.97,1,BB5,2022-10-28 09:41:25
36.0434,0.620794,0.670981,3.00087,4.50081,10.3619,1291.26,1030.47,1,BB5,2022-10-26 07:57:16
32.8602,0.620854,0.670937,2.00084,2.00086,10.708,1172.76,1031.48,1,BB5,2022-10-29 19:52:16
36.0634,0.620837,0.670923,3.00071,4.5009,10.3918,1282.54,1029.59,1,BB5,2022-10-26 08:37:32
36.0404,0.620815,0.67089,3.00072,4.50096,10.3617,1279.5,1029.71,1,BB5,2022-10-26 01:39:06
32.6203,0.620768,0.670878,2.00075,2.00013,10.5639,1200.96,1029.59,1,BB5,2022-11-03 16:07:48
36.0455,0.620797,0.670917,3.00086,4.5009,10.2808,1292.02,1029.71,1,BB5,2022-10-25 19:34:42
36.0408,0.620914,0.670958,3.00082,4.5009,10.3168,1279.0,1030.09,1,BB5,2022-10-26 10:27:31
36.0456,0.620751,0.670909,3.00078,4.50102,10.3899,1274.57,1029.21,1,BB5,2022-10-26 09:40:39
36.0229,0.620857,0.670858,3.00078,4.5009,10.3278,1242.7,1029.08,1,BB5,2022-10-27 04:33:34
32.5598,0.620789,0.669912,2.00078,2.00005,10.2538,1211.58,1030.47,1,BB5,2022-11-07 14:01:54
32.6195,0.620742,0.670831,2.00084,2.00004,10.54,1201.72,1030.35,1,BB5,2022-11-01 15:45:54
36.0404,0.620918,0.671042,3.00078,4.50091,10.366,1291.64,1029.33,1,BB5,2022-10-25 20:08:59
32.6186,0.620817,0.670965,2.00075,2.00002,10.5128,1202.35,1028.7,1,BB5,2022-11-03 18:12:18
32.7615,0.62178,0.670936,2.00077,2.00091,10.5768,1157.96,1031.11,1,BB5,2022-10-28 23:51:22
32.6195,0.620819,0.670953,2.00078,2.00001,10.4608,1190.97,1030.98,1,BB5,2022-11-03 12:04:09
32.5412,0.620904,0.669907,2.00075,2.00002,10.4728,1203.24,1031.11,1,BB5,2022-11-03 09:18:46
36.0991,0.620829,0.670938,3.00078,4.5009,10.3868,1239.41,1029.46,1,BB5,2022-10-27 00:46:58
36.0402,0.620781,0.671074,3.00077,4.5009,10.4088,1248.77,1030.35,1,BB5,2022-10-27 08:01:30
32.58,0.620863,0.671012,2.0007,2.00005,10.4788,1198.43,1030.09,1,BB5,2022-11-03 16:29:00
32.8011,0.620873,0.669823,2.00081,2.00086,10.7448,1161.63,1029.46,1,BB5,2022-10-28 10:44:20
36.04,0.620986,0.670875,3.00083,4.50084,10.3317,1252.56,1030.73,1,BB5,2022-10-27 10:08:18
32.5804,0.620823,0.669812,2.00085,2.00083,10.4178,1208.8,1030.73,1,BB5,2022-11-05 19:34:59
32.8004,0.620938,0.671038,2.00087,2.00087,10.8028,1180.09,1030.73,1,BB5,2022-10-29 08:18:17
36.0621,0.620763,0.670869,3.00078,4.5,10.2519,1286.58,1029.46,1,BB5,2022-10-25 19:52:08
32.72,0.620832,0.669841,2.00069,2.00004,10.6149,1199.32,1030.35,1,BB5,2022-11-02 09:52:54
32.5404,0.620785,0.670922,2.00079,2.00003,10.5408,1197.8,1030.47,1,BB5,2022-11-03 22:29:46
32.499,0.620932,0.669956,2.00086,2.00011,10.4228,1208.42,1028.7,1,BB5,2022-11-04 19:52:39
32.5794,0.620907,0.670937,2.00087,2.00081,10.5068,1198.05,1031.11,1,BB5,2022-11-03 16:27:55
32.6202,0.620892,0.669826,2.00078,2.00005,10.4939,1211.33,1028.96,1,BB5,2022-11-04 20:54:02
32.7187,0.620829,0.669811,2.00072,2.00001,10.576,1208.8,1028.83,0,BB5,2022-11-05 17:44:02
